Player,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DPM,BPM,VORP
Maurice Harkless,328,160,22.8,2.9,6.3,0.463,0.6,1.9,0.308,2.3,4.4,0.53,0.51,0.9,1.5,0.6,1.3,2.4,3.7,0.8,1,0.6,0.9,1.8,7.3,10,0.699,0.503,0.118,0.023,0.054,0.301,0.613,0.333,0.313,0.288,0.604,0.137,257,0.953,0.529,0.302,9,0,12.2,0.526,0.301,0.24,6.1,12,9,5.5,2.2,2.1,11.8,15.4,3.8,6.7,10.4,0.067,0,0.7,-0.7,2.5
Montrezl Harrell,82,15,14.8,2.8,4.4,0.649,0,0,0.25,2.8,4.3,0.654,0.65,1,1.7,0.599,1.1,1.7,2.8,0.9,0.3,0.5,0.7,1.6,6.7,3.7,0.989,0.671,0.22,0.028,0.07,0.011,0.743,0.506,0.1,0.48,0.767,0.312,101,0,0.25,1,0,0,18,0.655,0.011,0.382,8.2,13,10.6,9.2,1.1,3,11.4,16.7,3.1,1,4.2,0.165,0,0.1,0.4,0.7
Devin Harris,816,445,25.8,3.8,8.7,0.436,0.8,2.5,0.324,3,6.2,0.481,0.483,3.1,3.8,0.796,0.3,1.9,2.3,4.3,1.1,0.2,1.9,2.2,11.4,12.7,0.712,0.348,0.11,0.087,0.166,0.288,0.58,0.377,0.397,0.386,0.292,0.007,43,0.77,0.141,0.419,50,1,16.4,0.551,0.288,0.442,1.5,8.8,5.1,27.7,2.2,0.6,15.2,21.9,32.3,17.4,49.7,0.113,0,-1.1,0.5,13.4
Gary Harris,159,109,24.8,3.5,8,0.441,1,3.2,0.331,2.5,4.8,0.513,0.506,1.2,1.6,0.79,0.6,1.7,2.3,1.6,1.1,0.2,1.1,1.6,9.3,13.5,0.604,0.344,0.088,0.071,0.101,0.396,0.601,0.384,0.411,0.398,0.618,0.058,66,0.94,0.325,0.319,2,0,11.8,0.537,0.396,0.196,2.7,7.8,5.2,9.9,2.1,0.6,11,17,3,2,5,0.061,0,-0.8,-0.6,1.4
Joe Harris,101,11,15,1.9,4.4,0.421,1,2.8,0.371,0.8,1.6,0.506,0.538,0.4,0.6,0.707,0.2,1.6,1.8,0.8,0.3,0.1,0.7,1.7,5.2,17.7,0.367,0.221,0.067,0.022,0.058,0.633,0.556,0.433,0.5,0.385,0.735,0.007,3,0.933,0.325,0.391,0,0,8.1,0.552,0.633,0.13,1.5,11,6.3,7.7,1.1,0.4,13.5,15.7,0.2,0.6,0.9,0.027,0,-1.8,-3.4,-0.5
Tobias Harris,355,254,28.7,5.2,11.1,0.468,0.9,2.7,0.328,4.3,8.4,0.512,0.507,2.4,3,0.811,1.1,4.6,5.7,1.6,0.7,0.5,1.3,1.9,13.7,11.5,0.761,0.302,0.216,0.115,0.127,0.239,0.663,0.41,0.401,0.427,0.56,0.052,193,0.951,0.38,0.355,4,0,16.3,0.551,0.239,0.269,4.2,18.2,11.1,8.9,1.3,1.4,9.6,21.4,13.4,9.6,23,0.108,0,-0.3,-0.3,4.4
Aaron Harrison,26,0,4.2,0.2,0.9,0.217,0.1,0.5,0.25,0.1,0.4,0.182,0.283,0.2,0.5,0.429,0.2,0.5,0.7,0.2,0.2,0,0.2,0.5,0.7,18.1,0.478,0.174,0.043,0,0.261,0.522,0.5,0,0,0,1,0,0,0.667,0.417,0.2,0,0,3.3,0.326,0.522,0.609,3.9,14,8.9,6,2.7,0,12.1,13.6,-0.2,0.2,-0.1,-0.033,0,-0.2,-6.4,-0.1
Andrew Harrison,52,15,22.3,1.7,5.4,0.317,0.6,2.3,0.262,1.1,3.1,0.358,0.374,2.3,3,0.766,0.4,1.6,2,3,0.9,0.3,1.3,3,6.3,15.3,0.566,0.288,0.096,0.068,0.125,0.434,0.457,0.333,0.158,0.229,0.14,0.007,1,0.594,0.139,0.471,3,0,8.7,0.47,0.434,0.548,1.8,8.3,5,20.2,2,1.5,15.7,16.2,0,1.4,1.4,0.059,0,0.5,-2,0
Udonis Haslem,830,498,25.7,3.2,6.4,0.492,0,0,0.088,3.2,6.4,0.494,0.492,1.5,2,0.756,1.9,4.9,6.9,0.9,0.5,0.3,1,2.4,7.8,9.9,0.994,0.35,0.097,0.214,0.332,0.006,0.651,0.381,0.412,0.415,0.775,0.068,319,1,0.529,0.167,5,0,13,0.535,0.006,0.304,9.1,22.3,15.8,5.4,1,0.9,11.6,15,23.6,27.4,51,0.114,0,0.3,-1.7,1.9
Spencer Hawes,665,368,23.1,3.6,8,0.456,0.5,1.5,0.35,3.1,6.5,0.481,0.489,1,1.4,0.715,1.5,4.3,5.8,1.9,0.4,1,1.4,2.5,8.8,11.2,0.811,0.306,0.21,0.121,0.175,0.189,0.613,0.399,0.397,0.407,0.666,0.054,249,0.989,0.171,0.351,7,0,13.9,0.512,0.189,0.173,7.2,21.3,14.2,13.2,0.9,3.3,14.4,19.5,5.1,17,22.1,0.069,0,1.1,-0.7,4.9
Gordon Hayward,489,381,31.2,5.1,11.6,0.441,1.3,3.5,0.364,3.8,8.1,0.475,0.497,3.8,4.6,0.823,0.7,3.4,4.1,3.4,1,0.4,2.1,1.8,15.3,14.3,0.696,0.23,0.144,0.1,0.222,0.304,0.634,0.372,0.427,0.399,0.437,0.053,276,0.861,0.213,0.384,4,0,17.5,0.562,0.304,0.397,2.7,12.7,7.7,18.7,1.7,1.1,13.2,23.1,27.2,12.7,39.9,0.126,0,-0.2,2,15.2
Gerald Henderson,510,323,26.1,4.3,9.6,0.443,0.4,1.4,0.33,3.8,8.3,0.462,0.467,2.3,2.9,0.794,0.6,2.6,3.2,1.9,0.7,0.3,1.2,1.7,11.3,13.3,0.86,0.23,0.112,0.173,0.345,0.14,0.638,0.335,0.412,0.411,0.556,0.051,231,0.921,0.383,0.39,14,0,13.6,0.518,0.14,0.304,2.5,11.6,7,13,1.3,1.1,10,21.2,8.9,9.3,18.1,0.065,0,-0.9,-2.1,-0.5
John Henson,302,81,19.2,3.3,6.2,0.533,0,0,0,3.3,6.1,0.535,0.533,1.2,2.1,0.573,1.9,3.3,5.2,1,0.4,1.5,1.2,2.2,7.8,4.6,0.997,0.508,0.374,0.06,0.055,0.003,0.655,0.454,0.286,0.245,0.698,0.125,213,0,0.167,0,1,0,17.6,0.549,0.003,0.342,10.9,19.7,15.3,8.8,1.2,6.7,14.4,19.4,5.6,7.5,13.1,0.109,0,2.3,0.5,3.6
Juan Hernangomez,36,2,11.2,1.2,2.6,0.468,0.5,1.2,0.405,0.8,1.4,0.519,0.559,0.8,1.1,0.683,0.7,2.1,2.8,0.4,0.3,0.3,0.3,0.9,3.7,13.1,0.553,0.383,0.117,0.011,0.043,0.447,0.639,0.273,0,0.25,0.593,0.074,5,1,0.31,0.462,0,0,13.8,0.594,0.447,0.436,6.9,20.6,13.7,4.8,1.5,1.9,9.7,13,0.7,0.3,1,0.114,0,-0.8,-1.1,0.1
Willy Hernangomez,46,1,15.2,2.6,4.9,0.527,0.1,0.2,0.273,2.5,4.7,0.54,0.533,1.1,1.5,0.721,1.9,3.9,5.8,1.1,0.4,0.5,1.2,1.6,6.3,5.2,0.951,0.619,0.19,0.084,0.058,0.049,0.643,0.349,0.421,0.231,0.603,0.115,23,1,0.364,0,0,0,18.1,0.567,0.049,0.301,13.2,27.8,20.5,10.7,1.2,2.6,17.2,18.9,0.9,0.8,1.7,0.118,0,0.6,-0.7,0.2
Mario Hezonja,116,9,15.4,2,4.8,0.413,0.8,2.2,0.336,1.2,2.6,0.478,0.49,0.5,0.6,0.873,0.3,1.7,2,1.1,0.4,0.2,1.1,1.4,5.3,17.5,0.538,0.189,0.077,0.046,0.227,0.463,0.642,0.372,0.462,0.378,0.535,0.045,22,0.839,0.193,0.38,7,0,8.7,0.517,0.463,0.127,2.3,12.5,7.3,10.9,1.4,1.1,17.8,17.8,-1,1.3,0.3,0.008,0,-1,-3.7,-0.8
Roy Hibbert,656,586,25,4,8.6,0.465,0,0,0.25,4,8.6,0.466,0.465,2.1,2.7,0.755,2.3,4,6.4,1.3,0.4,1.7,1.6,3.1,10.1,7.2,0.996,0.324,0.401,0.135,0.136,0.004,0.578,0.433,0.373,0.388,0.547,0.071,354,1,0.375,0.444,2,0,15.5,0.514,0.004,0.32,10.4,17.8,14.1,9.2,0.8,5.3,13.9,20.4,11,24.9,35.9,0.105,0,2.4,0.2,9.2
Buddy Hield,53,33,20.5,3.2,8.4,0.386,1.6,4.3,0.366,1.7,4.1,0.406,0.479,0.5,0.5,0.897,0.4,2.5,2.9,1.3,0.3,0.1,0.9,1.4,8.5,16.6,0.491,0.247,0.067,0.061,0.114,0.509,0.509,0.2,0.259,0.392,0.472,0.009,4,0.819,0.119,0.444,0,0,9.5,0.494,0.509,0.065,1.8,13.2,7.4,10.1,0.7,0.5,9.1,20.6,-0.6,0.7,0.1,0.006,0,-2.1,-4.2,-0.6
Nene Hilario,850,618,27.7,4.6,8.4,0.546,0,0.1,0.156,4.6,8.3,0.549,0.547,2.8,4.3,0.663,1.8,4.5,6.4,1.9,1.1,0.8,1.9,3.1,12,5.8,0.994,0.554,0.173,0.12,0.148,0.006,0.688,0.369,0.373,0.378,0.693,0.172,1129,1,0.2,0,6,0,17.1,0.585,0.006,0.513,7.6,18.7,13.1,11.4,2.1,2.2,15.7,19.5,33.7,33.9,67.6,0.138,0,2,2,23.8
George Hill,579,354,28.9,4.1,9.1,0.452,1.2,3.2,0.379,2.9,5.8,0.493,0.52,2.2,2.7,0.801,0.6,2.6,3.2,3.3,0.9,0.3,1.3,2.2,11.6,14.8,0.643,0.234,0.127,0.107,0.176,0.357,0.646,0.441,0.421,0.373,0.344,0.015,76,0.787,0.358,0.399,17,0,15.2,0.565,0.357,0.299,2.3,10.2,6.3,18.7,1.7,0.8,11.1,18.3,30.7,21.4,52.1,0.149,0,0.4,2.1,17.3
Jordan Hill,407,120,18.9,3.3,6.7,0.497,0,0.1,0.136,3.3,6.7,0.499,0.497,1.3,1.8,0.699,2.2,3.7,5.9,0.8,0.4,0.7,1,2.1,7.9,8.4,0.992,0.341,0.284,0.127,0.236,0.008,0.673,0.447,0.388,0.374,0.582,0.083,209,0.333,0.318,0.286,4,0,16.3,0.529,0.008,0.27,12.5,21.9,17.2,7,1,2.6,12.2,20.1,8.7,7.7,16.4,0.103,0,-0.2,-2,0.1
Solomon Hill,220,123,22.3,2.1,5.3,0.403,0.7,2.1,0.332,1.4,3.2,0.449,0.468,1.2,1.4,0.823,0.7,2.6,3.2,1.5,0.7,0.2,1,1.7,6.1,13.4,0.607,0.332,0.127,0.079,0.07,0.393,0.535,0.333,0.385,0.321,0.383,0.055,52,0.974,0.36,0.372,4,0,9.7,0.517,0.393,0.268,3.3,12.4,7.8,10.3,1.6,0.9,13.9,13.8,1.9,5.6,7.5,0.074,0,1.1,-0.5,1.8
Darrun Hilliard,65,3,10.4,1.3,3.5,0.366,0.4,1.3,0.326,0.8,2.2,0.39,0.427,0.7,1,0.719,0.1,1,1.1,0.8,0.2,0,0.6,0.9,3.7,16.3,0.621,0.176,0.119,0.079,0.251,0.379,0.575,0.185,0.389,0.351,0.4,0.009,2,0.893,0.384,0.333,3,0,7.6,0.47,0.379,0.282,1.1,11,5.9,10.9,1.2,0.2,13.3,19.2,-0.4,0.6,0.1,0.01,0,-1.5,-5.2,-0.5
Jrue Holiday,475,402,32.2,5.6,12.8,0.44,1.1,3,0.37,4.5,9.8,0.462,0.484,1.9,2.4,0.79,0.8,2.7,3.5,6.2,1.4,0.4,2.7,2.3,14.3,12.7,0.766,0.271,0.166,0.145,0.183,0.234,0.573,0.375,0.437,0.396,0.238,0.015,82,0.584,0.19,0.367,11,1,16.3,0.515,0.234,0.184,2.8,9.8,6.2,31.8,2.3,0.9,16.2,23.4,10.1,14.9,25,0.079,0,-0.3,0.9,11.1
Justin Holiday,175,11,15.1,1.9,4.9,0.396,0.8,2.3,0.337,1.1,2.5,0.45,0.477,0.7,0.9,0.805,0.3,1.7,1.9,1,0.7,0.3,0.7,1.2,5.3,16.7,0.519,0.219,0.066,0.069,0.163,0.481,0.554,0.321,0.39,0.396,0.734,0.052,41,0.964,0.33,0.43,3,0,11.1,0.509,0.481,0.181,1.8,11.8,6.8,9.8,2.3,1.6,11.6,17.1,0.5,3,3.5,0.063,0,-0.1,-1.8,0.2
Rondae Hollis-Jefferson,78,38,21.6,2.5,5.7,0.43,0.2,0.7,0.224,2.3,5,0.46,0.444,2,2.7,0.758,1,4.2,5.2,1.8,1.1,0.6,1.3,2.2,7.1,8.8,0.87,0.447,0.179,0.119,0.125,0.13,0.56,0.313,0.396,0.375,0.48,0.058,23,0.846,0.293,0.176,1,0,12.9,0.515,0.13,0.463,5,20.7,12.9,12.5,2.5,2,15.9,16.5,0.4,1.8,2.2,0.063,0,2,-0.9,0.5
Richaun Holmes,80,3,14.5,2.4,4.7,0.516,0.2,0.8,0.242,2.2,3.9,0.574,0.537,1,1.5,0.675,1.3,2,3.2,0.7,0.4,0.8,0.7,1.9,6,7.9,0.824,0.529,0.162,0.074,0.059,0.176,0.729,0.262,0.321,0.364,0.753,0.207,76,1,0.167,0.455,3,0,16.1,0.565,0.176,0.311,9.5,15,12.2,8.4,1.5,4.1,11.9,18.3,1.5,1.1,2.6,0.108,0,0.7,-0.5,0.4
Rodney Hood,169,140,28.1,4.5,10.8,0.419,1.8,5,0.362,2.7,5.8,0.468,0.502,1.7,2.1,0.815,0.3,2.8,3.1,2.2,0.7,0.2,1.3,2.4,12.6,16.4,0.539,0.12,0.186,0.122,0.112,0.461,0.626,0.426,0.43,0.407,0.243,0.016,26,0.767,0.221,0.371,5,0,13.4,0.536,0.461,0.195,1.4,11.3,6.5,13.4,1.4,0.6,9.8,21.5,5.3,4.9,10.2,0.103,0,-0.9,0,2.4
Al Horford,618,614,33.4,6.1,11.6,0.529,0.3,0.8,0.341,5.8,10.8,0.543,0.541,1.9,2.5,0.747,2.3,6.4,8.8,2.9,0.8,1.2,1.6,2.4,14.4,10,0.93,0.312,0.223,0.131,0.263,0.07,0.726,0.439,0.436,0.469,0.715,0.091,619,0.982,0.257,0.328,1,0,19,0.568,0.07,0.217,8.1,22.1,15.1,14.7,1.3,2.9,11.1,19.6,38.2,29.6,67.9,0.158,0,2.2,3,26.2
Danuel House,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,100,56.4,0,0,0,0,0,0,0,0,0.173,0,-4.3,-20.9,0
Dwight Howard,928,927,35,6.3,10.8,0.584,0,0.1,0.093,6.3,10.7,0.587,0.585,4.9,8.7,0.567,3.6,9.1,12.7,1.5,1,2,3,3.3,17.6,3.5,0.995,0.585,0.355,0.043,0.012,0.005,0.718,0.418,0.276,0.336,0.572,0.261,2464,1,0.111,0.5,24,0,21.8,0.6,0.005,0.807,11.9,29.3,20.8,7.4,1.4,4.4,16.9,22.9,55.3,63.8,119.2,0.176,0,2.8,2.7,38.2
Marcelo Huertas,75,1,14.6,1.6,3.9,0.412,0.3,1.1,0.253,1.3,2.9,0.47,0.446,0.5,0.6,0.783,0.3,1.3,1.5,3.1,0.5,0.1,1.3,1.2,4,13.1,0.731,0.173,0.282,0.184,0.092,0.269,0.627,0.446,0.407,0.37,0.267,0,0,0.75,0.127,0.1,6,0,10.2,0.474,0.269,0.156,1.9,9.5,5.6,33.5,1.6,0.7,24,16.5,-0.4,0.2,-0.2,-0.008,0,-2.8,-6.1,-1.1
Kris Humphries,786,200,17.9,2.6,5.6,0.465,0.1,0.2,0.289,2.6,5.4,0.472,0.471,1.4,2,0.701,1.7,3.7,5.4,0.7,0.4,0.6,0.9,1.8,6.7,8.8,0.961,0.401,0.162,0.177,0.221,0.039,0.601,0.343,0.374,0.412,0.698,0.122,494,0.96,0.214,0.216,5,0,15.5,0.515,0.039,0.362,11.2,24.2,17.6,6.5,1.2,2.5,11.8,18.9,13.1,16.9,30,0.102,0,0.3,-1.9,0.2
RJ Hunter,39,0,8.3,0.9,2.5,0.364,0.5,1.6,0.297,0.4,0.9,0.486,0.46,0.2,0.2,0.857,0.1,0.9,1,0.3,0.4,0.1,0.3,0.7,2.5,19.7,0.354,0.131,0.061,0.01,0.152,0.646,0.615,0.333,1,0.4,0.647,0.03,3,0.842,0.359,0.261,0,0,7.4,0.475,0.646,0.071,0.6,12,6.2,5.7,2.1,1,9.7,14.9,-0.1,0.4,0.3,0.041,0,-0.4,-3.7,-0.1
Serge Ibaka,577,466,29,5,9.6,0.519,0.5,1.2,0.364,4.5,8.4,0.542,0.542,1.4,1.9,0.752,2.4,5,7.4,0.6,0.4,2.4,1.3,2.8,11.9,11.4,0.87,0.295,0.16,0.139,0.275,0.13,0.711,0.446,0.474,0.451,0.737,0.115,587,0.977,0.346,0.353,0,0,17.5,0.568,0.13,0.198,9.6,18.7,14.3,3.5,0.8,6.3,10.8,18,26.5,24.8,51.4,0.148,0,1.6,0.9,12.1
Andre Iguodala,950,759,34.9,4.7,10.1,0.462,0.9,2.8,0.335,3.7,7.3,0.511,0.508,2.8,3.9,0.714,1,4.3,5.3,4.5,1.6,0.5,2.1,1.9,13.1,13.4,0.725,0.324,0.071,0.094,0.237,0.275,0.703,0.322,0.324,0.38,0.511,0.142,1300,0.829,0.31,0.344,48,2,16,0.552,0.275,0.386,3.2,14.1,8.7,20,2.4,1,14.9,18,44.5,41.4,85.8,0.124,0,1.6,3,41.8
Ersan Ilyasova,579,349,24.4,4.2,9.4,0.444,1.1,2.9,0.37,3.1,6.4,0.479,0.502,1.6,2.1,0.769,1.8,4.1,6,1.1,0.7,0.4,1,2.5,11,13.9,0.685,0.297,0.099,0.084,0.205,0.315,0.589,0.331,0.375,0.432,0.713,0.009,43,0.954,0.132,0.382,4,0,16,0.536,0.315,0.224,8.2,19.4,13.7,7.9,1.5,1.2,9,20.6,19.7,16.8,36.6,0.124,0,-0.5,0,7
Joe Ingles,213,45,19,1.8,4.2,0.433,1,2.7,0.389,0.8,1.5,0.508,0.556,0.4,0.5,0.762,0.2,2,2.2,1.9,0.9,0.1,1,1.5,5,19.1,0.365,0.134,0.069,0.034,0.129,0.635,0.756,0.295,0.467,0.374,0.345,0.011,10,0.882,0.343,0.448,2,0,10.7,0.571,0.635,0.113,1.5,11.8,6.7,15.2,2.4,0.4,19,13.2,2.7,5.1,7.7,0.092,0,0.8,0.6,2.6
Brandon Ingram,55,16,27.8,2.9,7.8,0.367,0.7,2.4,0.305,2.1,5.4,0.395,0.414,1.7,2.6,0.669,0.7,3.4,4.1,2,0.5,0.4,1.3,1.9,8.2,13.5,0.695,0.237,0.16,0.142,0.153,0.305,0.549,0.261,0.361,0.333,0.39,0.037,14,0.975,0.366,0.417,0,0,7.6,0.458,0.305,0.33,2.7,13.7,8,10.2,0.8,1.3,12.6,15.7,-0.7,0.4,-0.3,-0.008,0,-0.7,-4.1,-0.8
Kyrie Irving,354,354,34.1,7.8,17.1,0.454,1.8,4.8,0.379,5.9,12.2,0.484,0.508,3.9,4.5,0.869,0.7,2.7,3.4,5.5,1.3,0.3,2.7,2.2,21.2,13.6,0.716,0.265,0.131,0.144,0.176,0.284,0.596,0.36,0.444,0.439,0.236,0.003,16,0.538,0.167,0.39,11,1,21,0.557,0.284,0.261,2.5,9,5.7,30,2,0.7,12.6,28.5,27.9,8.8,36.7,0.146,0,-1.4,2.9,15
Demetrius Jackson,4,0,4.3,0.8,1,0.75,0.3,0.3,1,0.5,0.8,0.667,0.875,0.8,1.5,0.5,0.5,0.5,1,0.8,0,0,0,0,2.5,14.8,0.75,0.25,0,0,0.5,0.25,1,0,0,0.5,0.5,0,0,1,0,0,0,0,31.2,0.753,0.25,1.5,13.1,13.2,13.2,28.1,0,0,0,17.4,0.1,0,0.1,0.384,0,-3,6.4,0
Pierre Jackson,8,1,10.5,1.6,4.9,0.333,0.4,1.4,0.273,1.3,3.5,0.357,0.372,0.8,0.9,0.857,0.1,1,1.1,2.4,0.3,0,0.4,0.6,4.4,14.3,0.718,0.282,0.077,0.103,0.256,0.282,0.455,0.333,0.25,0.3,0.1,0,0,0.667,0.091,1,0,0,13.3,0.416,0.282,0.179,1.3,11.8,6.3,38.1,1.2,0,6.7,25.5,0,0.1,0,0.022,0,-2.8,-4.4,-0.1
Reggie Jackson,383,187,24.5,4.6,10.7,0.432,0.9,2.9,0.319,3.7,7.8,0.474,0.475,2.1,2.4,0.858,0.5,2.6,3.1,4.3,0.7,0.1,1.9,1.8,12.2,12.7,0.728,0.273,0.199,0.116,0.14,0.272,0.595,0.407,0.432,0.37,0.123,0.021,80,0.538,0.127,0.333,25,0,16.5,0.52,0.272,0.225,2.5,11.4,7,29.6,1.5,0.4,14.2,24.6,12,8.7,20.7,0.106,0,-1.2,0.3,5.4
LeBron James,1035,1034,38.9,9.8,19.6,0.499,1.4,4,0.342,8.4,15.6,0.54,0.534,6.1,8.3,0.742,1.2,6,7.2,7,1.7,0.8,3.4,1.9,27.1,12,0.795,0.35,0.122,0.102,0.221,0.205,0.728,0.427,0.362,0.387,0.356,0.079,1552,0.489,0.146,0.39,32,2,27.6,0.583,0.205,0.421,3.7,17.8,10.9,34.9,2.3,1.6,12.7,31.6,140.1,60.7,200.8,0.239,0,1.9,9.2,113.3
Al Jefferson,865,650,29.6,6.9,13.9,0.499,0,0.1,0.127,6.9,13.9,0.501,0.499,2.3,3.2,0.709,2.3,6.3,8.7,1.5,0.7,1.2,1.4,2.6,16.2,7.8,0.995,0.323,0.332,0.197,0.143,0.005,0.656,0.467,0.388,0.382,0.542,0.051,572,0.875,0.095,0.167,15,0,20.6,0.527,0.005,0.232,9,25,16.9,9.7,1.2,3.3,8.2,25.5,36.5,32.6,69.1,0.129,0,0.6,0.3,15
Richard Jefferson,1132,802,29.6,4.5,9.7,0.464,0.9,2.4,0.376,3.6,7.3,0.492,0.51,3.1,4.1,0.769,0.8,3.3,4.1,2.1,0.7,0.3,1.5,2.3,13,12.7,0.754,0.328,0.095,0.079,0.252,0.246,0.632,0.353,0.361,0.403,0.661,0.089,860,0.951,0.415,0.418,6,0,14.5,0.566,0.246,0.419,3.1,12.9,8,12.1,1.2,0.8,11.9,20.1,48.9,33.1,82,0.117,0,-0.3,0.4,20
John Jenkins,145,8,12.8,1.9,4.1,0.448,0.7,1.8,0.364,1.2,2.3,0.513,0.528,0.7,0.8,0.849,0.2,1.3,1.5,0.8,0.2,0.1,0.6,0.6,5.1,17.2,0.565,0.17,0.075,0.055,0.265,0.435,0.676,0.356,0.424,0.472,0.672,0.002,1,0.863,0.287,0.387,0,0,12,0.563,0.435,0.198,1.9,11.1,6.5,9.9,0.9,0.5,11.6,18.2,1.6,1.2,2.7,0.071,0,-2.2,-3.6,-0.7
Brandon Jennings,514,426,31.5,5.2,13.4,0.39,1.7,5,0.349,3.5,8.5,0.414,0.454,2.6,3.3,0.795,0.6,2.5,3.1,5.8,1.3,0.2,2.3,1.8,14.8,15,0.63,0.237,0.13,0.099,0.163,0.37,0.513,0.326,0.359,0.373,0.247,0.004,28,0.562,0.132,0.393,26,0,15.9,0.499,0.37,0.248,2.1,8.9,5.4,30,2.1,0.5,13.2,24.1,15.4,14.2,29.6,0.088,0,-1.2,0.7,10.9
Jonas Jerebko,461,93,18.7,2.4,5.3,0.458,0.6,1.6,0.353,1.9,3.7,0.502,0.51,1,1.3,0.768,1.3,2.8,4.1,0.8,0.6,0.3,0.8,2,6.4,11.6,0.705,0.394,0.151,0.041,0.118,0.295,0.616,0.323,0.327,0.415,0.686,0.048,104,0.992,0.275,0.414,6,0,13.4,0.546,0.295,0.251,8,17.4,12.6,6.6,1.6,1.1,11.8,16,10.6,7.8,18.4,0.103,0,-0.4,-0.9,2.5
Amir Johnson,716,432,22.4,3.2,5.5,0.574,0.1,0.3,0.332,3.1,5.2,0.589,0.583,1.1,1.6,0.675,2.1,3.6,5.7,1.2,0.6,1.1,1.1,3.1,7.5,6.3,0.943,0.53,0.258,0.037,0.118,0.057,0.707,0.464,0.377,0.399,0.676,0.13,477,0.973,0.274,0.371,5,0,16,0.604,0.057,0.291,10.9,18.6,14.8,8.3,1.4,3.7,15.2,14.9,28.7,19.6,48.3,0.144,0,2.2,2.6,18.4
James Johnson,446,140,19.1,2.8,5.9,0.477,0.3,1.2,0.295,2.5,4.7,0.523,0.507,1.1,1.6,0.69,0.9,2.5,3.3,1.7,0.8,0.9,1.3,2.2,7.1,9.9,0.801,0.44,0.165,0.051,0.144,0.199,0.649,0.415,0.393,0.307,0.443,0.099,241,0.948,0.394,0.348,11,0,14.4,0.536,0.199,0.265,5.2,14.9,10.1,14.1,2.1,4,16.9,18.9,3.6,11.2,14.8,0.083,0,2.3,1.1,6.7
Joe Johnson,1195,1081,35.4,6.3,14.3,0.442,1.6,4.3,0.373,4.8,10.1,0.472,0.498,2.3,2.8,0.801,0.9,3.1,4,4.1,0.9,0.2,2,1.8,16.5,14.8,0.703,0.16,0.192,0.127,0.224,0.297,0.59,0.501,0.426,0.389,0.317,0.009,138,0.856,0.369,0.406,50,3,15.7,0.531,0.297,0.198,2.8,10.2,6.5,19.9,1.3,0.4,11.3,22.7,56.2,24.3,80.6,0.091,0,-1.3,0.5,26.7
Stanley Johnson,122,6,20.5,2.5,6.5,0.381,0.7,2.3,0.306,1.8,4.3,0.421,0.434,0.9,1.2,0.746,0.7,2.8,3.5,1.5,0.7,0.3,1.3,2.1,6.5,13.8,0.652,0.227,0.177,0.125,0.123,0.348,0.58,0.305,0.41,0.306,0.356,0.018,12,0.906,0.363,0.396,3,0,8.8,0.464,0.348,0.178,3.4,15.4,9.2,10.9,1.8,1,15.1,17.7,-1.5,3,1.4,0.028,0,1,-2,0
Tyler Johnson,113,7,25.1,3.6,8.2,0.439,0.9,2.4,0.37,2.7,5.8,0.468,0.494,1.8,2.4,0.746,0.6,2.8,3.4,2.4,1,0.5,1.1,1.9,9.9,13.8,0.703,0.277,0.139,0.077,0.21,0.297,0.597,0.388,0.389,0.379,0.464,0.053,38,0.961,0.239,0.47,5,0,14.3,0.533,0.297,0.288,2.8,12.3,7.6,14.6,2,1.6,10.4,18.7,3,3.4,6.3,0.107,0,0.7,0.6,1.9
Wesley Johnson,475,281,23.7,3,7.3,0.407,1.1,3.2,0.34,1.9,4.1,0.46,0.482,0.6,0.9,0.745,0.6,2.8,3.4,1.2,0.8,0.7,0.9,2,7.7,17.8,0.559,0.157,0.055,0.075,0.271,0.441,0.672,0.383,0.4,0.369,0.697,0.058,176,0.931,0.348,0.366,2,0,10.3,0.5,0.441,0.118,2.8,12.9,7.8,7.6,1.7,2.2,10.9,16.1,0.9,8.1,9,0.038,0,0.3,-1.2,2.4
