,Status,Player,Pos,Player_ID,url,G,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DPM,BPM,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,FG_100,FGA_100,FG%_100,3P_100,3PA_100,3P%_100,2P_100,2PA_100,2P%_100,FT_100,FTA_100,FT%_100,ORB_100,DRB_100,TRB_100,AST_100,STL_100,BLK_100,TOV_100,PF_100,PTS_100,ORtg,DRtg,Cluster
51,Active,Bismack Biyombo,C,biyombi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/biyombi01.html,424,12.5,0.536,0.639,10.6,24.3,17.3,2.9,0.6,5.6,16.9,11.5,-4.0,2.0,-2.0,0.511,3.8,0.999,0.606,0.284,0.084,0.027,0.001,0.512,0.642,0.315,0.336,0.2,0.0,0.708,0.225,0.0,0.0,0.0,4.3,8.5,0.511,0.0,0.0,0.0,4.3,8.5,0.512,3.0,5.4,0.548,4.9,11.0,15.9,1.0,0.6,3.7,2.2,5.5,11.6,106,104,0
52,Active,Blake Griffin,PF,griffbl01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/griffbl01.html,447,22.8,0.56,0.437,8.3,22.5,15.5,21.0,1.4,1.4,11.4,27.7,2.7,1.4,4.1,0.518,8.8,0.973,0.381,0.239,0.081,0.271,0.027,0.525,0.728,0.424,0.342,0.381,0.28,0.641,0.145,0.889,0.269,0.308,12.2,23.5,0.518,0.2,0.6,0.28,12.0,22.9,0.525,6.9,10.3,0.668,3.7,10.2,13.9,6.0,1.4,0.9,3.6,4.4,31.4,113,105,7
53,Active,Boban Marjanovic,C,marjabo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/marjabo01.html,77,27.0,0.628,0.583,17.8,27.6,22.8,6.2,1.1,3.7,10.6,23.2,1.7,0.5,2.2,0.566,4.8,1.0,0.442,0.397,0.132,0.029,0.0,0.566,0.72,0.469,0.344,0.571,0.0,0.642,0.165,0.0,0.0,0.0,10.5,18.5,0.566,0.0,0.0,0.0,10.5,18.5,0.566,8.3,10.8,0.766,7.9,12.7,20.6,2.0,1.1,2.4,2.8,5.0,29.2,126,98,0
54,Active,Bobby Brown,PG,brownbo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownbo02.html,131,8.7,0.457,0.093,1.8,5.6,3.7,22.6,1.2,0.2,14.5,22.9,-2.7,-4.5,-7.3,0.378,17.2,0.612,0.188,0.083,0.061,0.281,0.388,0.422,0.5,0.404,0.289,0.403,0.309,0.265,0.021,0.72,0.148,0.333,8.1,21.4,0.378,2.6,8.3,0.309,5.5,13.1,0.422,1.6,2.0,0.81,0.8,2.5,3.2,7.1,1.2,0.1,3.8,4.7,20.4,92,116,6
55,Active,Bobby Portis,PF,portibo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/portibo01.html,101,13.8,0.487,0.166,11.2,20.2,15.7,7.3,1.0,1.3,10.7,19.8,-2.2,-1.0,-3.2,0.44,11.1,0.851,0.316,0.188,0.112,0.234,0.149,0.459,0.604,0.423,0.258,0.391,0.33,0.606,0.068,0.966,0.295,0.308,8.3,18.9,0.44,0.9,2.8,0.33,7.4,16.1,0.459,2.2,3.1,0.704,5.3,9.6,14.9,2.3,1.0,0.9,2.4,4.7,19.7,102,107,7
56,Active,Bojan Bogdanovic,SF,bogdabo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bogdabo02.html,212,11.7,0.56,0.209,2.2,11.3,6.7,7.6,0.8,0.2,11.9,19.5,-0.3,-2.5,-2.8,0.441,14.5,0.55,0.28,0.124,0.077,0.069,0.45,0.502,0.635,0.369,0.322,0.398,0.366,0.572,0.026,0.922,0.362,0.435,7.8,17.7,0.441,2.9,8.0,0.366,4.9,9.8,0.502,3.1,3.7,0.847,1.0,5.1,6.1,2.4,0.8,0.2,2.6,3.0,21.7,104,114,1
57,Active,Boris Diaw,PF,diawbo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/diawbo01.html,1039,12.9,0.548,0.192,5.2,13.3,9.3,19.6,1.2,1.3,18.5,16.3,-0.3,1.1,0.7,0.494,10.7,0.817,0.361,0.188,0.076,0.192,0.183,0.529,0.647,0.479,0.355,0.425,0.338,0.574,0.02,0.977,0.167,0.332,6.8,13.9,0.494,0.9,2.5,0.338,6.0,11.3,0.529,1.9,2.7,0.718,2.3,6.1,8.3,6.6,1.2,0.9,3.4,4.1,16.5,106,107,3
58,Active,Bradley Beal,SG,bealbr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bealbr01.html,298,15.3,0.536,0.212,2.6,9.6,6.1,15.5,1.6,0.7,10.5,24.1,1.1,-1.0,0.0,0.435,15.9,0.659,0.197,0.089,0.109,0.264,0.341,0.454,0.628,0.384,0.378,0.38,0.398,0.517,0.03,0.861,0.248,0.422,9.7,22.3,0.435,3.0,7.6,0.398,6.7,14.7,0.454,3.7,4.7,0.788,1.2,4.3,5.5,4.8,1.6,0.5,2.9,3.2,26.2,105,107,5
59,Active,Brandan Wright,PF,wrighbr03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wrighbr03.html,380,20.5,0.626,0.308,9.5,15.7,12.6,4.5,1.4,4.9,8.0,16.8,0.6,1.1,1.7,0.607,4.8,0.994,0.526,0.322,0.11,0.035,0.006,0.611,0.743,0.48,0.435,0.373,0.0,0.783,0.213,0.0,0.083,0.0,9.4,15.5,0.607,0.0,0.1,0.0,9.4,15.4,0.611,3.2,4.8,0.675,4.3,7.1,11.4,1.4,1.4,3.1,1.5,4.1,22.0,125,106,7
61,Active,Brandon Bass,PF,bassbr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bassbr01.html,744,15.2,0.558,0.337,8.0,15.9,12.0,6.1,0.9,2.2,10.9,18.4,-1.5,0.3,-1.1,0.499,9.6,0.989,0.343,0.139,0.233,0.274,0.011,0.502,0.625,0.364,0.463,0.453,0.211,0.674,0.134,0.917,0.526,0.3,8.1,16.2,0.499,0.0,0.2,0.211,8.0,16.0,0.502,4.5,5.4,0.831,3.6,7.3,10.9,1.9,0.9,1.5,2.3,4.4,20.7,111,106,3
62,Inactive,Brandon Davies,PF,daviebr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/daviebr01.html,78,8.7,0.469,0.34,7.9,13.1,10.4,9.3,2.1,1.2,17.4,15.9,-4.3,-0.4,-4.7,0.411,9.6,0.834,0.396,0.204,0.102,0.132,0.166,0.448,0.533,0.352,0.407,0.371,0.227,0.697,0.045,0.9,0.068,0.0,5.4,13.1,0.411,0.5,2.2,0.227,4.9,10.9,0.448,2.9,4.4,0.644,3.7,5.7,9.5,2.9,2.1,0.7,3.2,7.4,14.1,93,108,3
63,Active,Brandon Ingram,SF,ingrabr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/ingrabr01.html,58,7.2,0.451,0.331,2.7,13.7,8.0,10.0,0.8,1.3,12.6,15.6,-3.7,-0.7,-4.4,0.362,13.4,0.698,0.244,0.157,0.141,0.154,0.302,0.388,0.541,0.257,0.349,0.319,0.304,0.388,0.038,0.976,0.363,0.408,4.9,13.6,0.362,1.2,4.1,0.304,3.7,9.5,0.388,3.0,4.5,0.655,1.2,5.9,7.2,3.4,0.8,0.8,2.3,3.3,14.1,94,115,5
64,Active,Brandon Jennings,PG,jennibr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jennibr01.html,517,15.9,0.498,0.248,2.1,8.9,5.4,30.0,2.1,0.5,13.2,24.1,1.9,-1.2,0.6,0.389,15.0,0.63,0.237,0.13,0.099,0.163,0.37,0.413,0.512,0.326,0.359,0.373,0.349,0.248,0.004,0.563,0.132,0.392,8.5,21.8,0.389,2.8,8.1,0.349,5.7,13.8,0.413,4.3,5.4,0.796,1.0,4.0,5.0,9.5,2.1,0.3,3.7,3.0,24.1,104,108,6
65,Active,Brandon Knight,SG,knighbr03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/knighbr03.html,382,14.2,0.52,0.247,2.1,10.3,6.1,23.5,1.5,0.5,15.4,24.7,0.7,-2.0,-1.2,0.415,14.5,0.653,0.265,0.126,0.07,0.193,0.347,0.445,0.574,0.342,0.37,0.363,0.357,0.286,0.011,0.707,0.153,0.388,9.0,21.7,0.415,2.7,7.5,0.357,6.3,14.2,0.445,4.4,5.4,0.812,1.0,4.6,5.5,7.0,1.5,0.3,4.4,3.4,25.1,101,111,2
66,Active,Brandon Rush,SG,rushbr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rushbr01.html,457,10.1,0.535,0.145,2.0,13.0,7.5,6.6,1.1,1.9,11.6,14.8,-1.6,-0.1,-1.7,0.428,16.7,0.552,0.204,0.078,0.069,0.2,0.448,0.449,0.57,0.33,0.379,0.395,0.403,0.538,0.038,0.952,0.382,0.439,6.0,13.9,0.428,2.5,6.2,0.403,3.4,7.7,0.449,1.4,2.0,0.705,0.9,5.9,6.8,2.2,1.1,1.3,1.9,3.0,15.8,102,109,1
67,Inactive,Brendan Haywood,C,haywobr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/haywobr01.html,816,14.6,0.555,0.562,12.6,17.5,15.0,3.8,0.9,4.6,14.6,14.2,-1.4,1.2,-0.2,0.528,4.0,0.999,0.561,0.318,0.098,0.022,0.001,0.528,0.691,0.329,0.297,0.284,0.0,0.553,0.207,0.0,0.0,0.0,5.9,11.3,0.528,0.0,0.0,0.0,5.9,11.2,0.528,3.7,6.3,0.587,5.9,7.9,13.7,1.2,0.9,3.1,2.4,5.8,15.6,112,106,0
68,Active,Brian Roberts,PG,roberbr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/roberbr01.html,294,13.3,0.517,0.203,1.3,8.1,4.6,23.0,1.3,0.3,11.8,20.0,0.0,-2.9,-2.9,0.412,16.8,0.669,0.123,0.138,0.117,0.29,0.331,0.44,0.472,0.432,0.449,0.426,0.355,0.332,0.0,0.646,0.157,0.385,7.6,18.5,0.412,2.2,6.1,0.355,5.4,12.4,0.44,3.4,3.7,0.913,0.6,3.7,4.2,7.3,1.3,0.2,2.7,3.7,20.8,107,111,6
70,Active,Brook Lopez,C,lopezbr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lopezbr01.html,539,21.1,0.566,0.353,9.4,16.3,12.8,9.0,0.9,4.2,11.0,25.9,0.8,0.1,0.9,0.507,8.0,0.962,0.349,0.323,0.14,0.149,0.038,0.514,0.649,0.466,0.42,0.393,0.317,0.605,0.082,0.978,0.164,0.313,11.6,22.8,0.507,0.3,0.9,0.316,11.3,21.9,0.515,6.4,8.1,0.795,4.3,7.2,11.6,2.5,1.0,2.8,3.3,4.5,29.8,111,109,7
75,Active,Buddy Hield,SG,hieldbu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hieldbu01.html,58,10.2,0.506,0.075,1.7,13.7,7.6,10.4,0.8,0.5,9.0,20.4,-1.9,-1.9,-3.8,0.396,16.6,0.494,0.243,0.073,0.064,0.112,0.506,0.424,0.513,0.257,0.323,0.407,0.369,0.485,0.01,0.811,0.139,0.441,7.9,19.9,0.396,3.7,10.1,0.369,4.2,9.8,0.424,1.3,1.5,0.889,0.8,6.3,7.1,3.2,0.8,0.3,2.0,3.3,20.8,97,111,5
76,Active,C.J. McCollum,SG,mccolcj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mccolcj01.html,237,17.2,0.557,0.183,2.0,8.6,5.3,17.9,1.7,0.9,11.3,25.9,2.1,-1.8,0.3,0.456,15.3,0.658,0.174,0.14,0.137,0.206,0.342,0.481,0.544,0.453,0.492,0.441,0.409,0.249,0.009,0.758,0.212,0.427,11.1,24.3,0.456,3.4,8.3,0.409,7.7,15.9,0.481,3.7,4.4,0.829,0.9,4.0,4.9,5.1,1.7,0.5,3.3,3.9,29.2,108,110,2
77,Active,C.J. Miles,SF,milescj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/milescj01.html,690,13.3,0.531,0.196,2.6,11.0,6.8,9.0,1.8,1.2,9.2,21.9,0.5,-1.5,-1.0,0.417,16.7,0.545,0.197,0.105,0.067,0.176,0.455,0.466,0.639,0.355,0.372,0.375,0.358,0.582,0.048,0.931,0.204,0.403,8.7,21.0,0.417,3.4,9.5,0.358,5.3,11.4,0.466,3.3,4.1,0.803,1.1,4.9,6.0,2.8,1.8,0.8,2.3,5.5,24.2,105,108,1
78,Active,C.J. Watson,PG,watsocj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/watsocj01.html,584,13.2,0.535,0.289,2.0,8.7,5.4,18.7,2.4,0.4,13.8,17.5,0.0,-0.6,-0.6,0.42,16.2,0.653,0.194,0.09,0.081,0.287,0.347,0.443,0.563,0.34,0.42,0.401,0.377,0.372,0.001,0.823,0.312,0.427,6.4,15.2,0.42,2.0,5.3,0.377,4.4,9.9,0.443,3.6,4.4,0.811,0.9,4.0,4.9,6.2,2.4,0.3,2.7,3.7,18.4,108,107,2
79,Active,C.J. Wilcox,SG,wilcocj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wilcocj01.html,60,9.9,0.488,0.132,1.3,7.7,4.5,11.8,2.0,0.9,11.1,18.9,-2.8,-1.6,-4.4,0.388,18.4,0.554,0.132,0.05,0.074,0.298,0.446,0.433,0.688,0.167,0.556,0.333,0.333,0.655,0.008,0.889,0.204,0.455,6.9,17.7,0.388,2.6,7.9,0.333,4.2,9.8,0.433,1.9,2.3,0.813,0.6,3.5,4.1,4.0,2.1,0.6,2.3,4.0,18.3,95,108,5
81,Active,Cameron Payne,PG,payneca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/payneca01.html,77,10.8,0.463,0.069,1.2,10.8,6.2,21.3,2.2,0.8,12.7,20.2,-1.8,-1.2,-3.1,0.385,15.6,0.6,0.135,0.181,0.164,0.12,0.4,0.429,0.418,0.419,0.448,0.429,0.319,0.143,0.002,0.808,0.215,0.371,7.6,19.8,0.385,2.5,7.9,0.319,5.1,11.9,0.429,1.1,1.4,0.821,0.5,5.1,5.6,7.2,2.2,0.5,3.0,5.7,18.9,99,107,6
83,Inactive,Carl Landry,PF,landrca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/landrca01.html,513,17.5,0.595,0.444,9.9,15.1,12.5,5.3,1.0,1.3,11.5,20.5,0.0,-1.1,-1.1,0.535,8.1,0.992,0.408,0.2,0.15,0.234,0.008,0.537,0.714,0.408,0.431,0.406,0.3,0.619,0.1,1.0,0.267,0.375,9.3,17.4,0.535,0.0,0.1,0.3,9.3,17.3,0.537,6.1,7.7,0.785,4.4,6.9,11.3,1.6,1.0,0.9,2.7,5.4,24.8,116,108,7
84,Inactive,Carlos Boozer,PF,boozeca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/boozeca01.html,861,19.5,0.554,0.281,8.8,26.6,17.7,13.2,1.5,1.0,12.6,24.3,0.4,0.8,1.2,0.521,7.9,0.999,0.405,0.179,0.211,0.205,0.001,0.522,0.679,0.403,0.426,0.414,0.071,0.691,0.056,1.0,0.143,0.0,11.4,21.9,0.521,0.0,0.0,0.071,11.4,21.9,0.522,4.5,6.2,0.722,4.0,12.0,16.0,3.8,1.5,0.7,3.6,5.1,27.3,108,102,7
85,Active,Carmelo Anthony,SF,anthoca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anthoca01.html,959,21.0,0.545,0.373,5.7,15.1,10.4,16.3,1.5,1.0,11.0,31.5,2.5,-1.2,1.4,0.452,12.3,0.825,0.325,0.081,0.137,0.282,0.175,0.475,0.591,0.338,0.396,0.418,0.347,0.443,0.055,0.787,0.115,0.352,12.5,27.6,0.452,1.7,4.8,0.347,10.8,22.7,0.475,8.3,10.3,0.812,2.5,6.8,9.3,4.4,1.5,0.7,3.9,4.1,35.0,108,107,1
86,Inactive,Caron Butler,SF,butleca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/butleca01.html,881,15.0,0.523,0.278,4.4,13.6,9.0,12.3,2.2,0.6,11.8,21.7,0.3,-0.1,0.2,0.434,13.9,0.798,0.255,0.103,0.109,0.331,0.202,0.456,0.585,0.359,0.374,0.413,0.348,0.524,0.042,0.818,0.274,0.379,8.6,19.7,0.434,1.4,4.0,0.348,7.2,15.7,0.456,4.6,5.5,0.847,2.1,6.1,8.2,3.7,2.2,0.4,3.0,4.0,23.1,105,108,1
87,Inactive,Cartier Martin,SF,martica01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/martica01.html,243,10.1,0.517,0.189,3.0,12.9,7.9,5.7,1.5,0.6,9.7,17.7,-1.5,-1.9,-3.4,0.392,18.4,0.466,0.148,0.065,0.067,0.187,0.534,0.414,0.593,0.296,0.257,0.371,0.372,0.642,0.005,0.959,0.324,0.374,6.6,16.8,0.392,3.3,9.0,0.372,3.2,7.8,0.414,2.3,3.2,0.729,1.3,5.7,7.1,1.9,1.5,0.4,2.0,4.9,18.8,101,108,1
88,Active,Chandler Parsons,SF,parsoch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/parsoch01.html,367,15.2,0.562,0.198,3.2,13.5,8.4,14.6,1.6,0.9,11.4,19.1,1.8,0.4,2.1,0.468,13.3,0.614,0.332,0.141,0.051,0.09,0.386,0.527,0.66,0.367,0.351,0.384,0.375,0.528,0.049,0.916,0.258,0.439,8.3,17.6,0.468,2.6,6.8,0.375,5.7,10.8,0.527,2.5,3.5,0.711,1.4,6.2,7.6,4.6,1.6,0.6,2.5,3.2,21.6,111,107,1
89,Active,Channing Frye,C,fryech01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fryech01.html,776,13.4,0.542,0.164,4.8,18.6,11.7,6.8,1.2,2.1,10.0,18.2,-0.1,0.1,-0.1,0.438,17.2,0.609,0.134,0.117,0.081,0.277,0.391,0.47,0.603,0.465,0.4,0.429,0.388,0.658,0.034,0.98,0.133,0.425,7.6,17.4,0.438,2.6,6.8,0.388,5.0,10.6,0.47,2.3,2.9,0.821,2.1,8.4,10.5,2.2,1.2,1.4,2.1,5.9,20.3,108,107,3
90,Inactive,Charlie Villanueva,PF,villach01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/villach01.html,656,16.0,0.52,0.167,6.7,20.1,13.2,7.2,1.3,2.1,9.0,24.1,0.0,-1.8,-1.8,0.435,13.7,0.655,0.248,0.175,0.123,0.11,0.345,0.484,0.608,0.445,0.384,0.38,0.341,0.58,0.05,0.983,0.201,0.317,10.3,23.6,0.435,2.8,8.1,0.341,7.5,15.5,0.484,3.1,4.0,0.772,3.1,8.6,11.7,2.1,1.3,1.4,2.5,5.6,26.4,105,109,3
91,Inactive,Chase Budinger,SF,budinch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/budinch01.html,407,13.0,0.534,0.185,3.3,14.5,8.8,9.4,1.4,0.6,9.4,18.3,-0.1,-1.2,-1.4,0.43,14.9,0.576,0.255,0.109,0.065,0.146,0.424,0.486,0.649,0.341,0.37,0.361,0.352,0.702,0.046,0.971,0.345,0.384,7.6,17.6,0.43,2.6,7.5,0.352,4.9,10.1,0.486,2.6,3.3,0.797,1.5,6.4,7.9,3.0,1.4,0.4,2.0,3.1,20.3,108,109,1
95,Active,Chris Andersen,C,anderch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderch01.html,695,16.7,0.581,0.65,11.3,22.1,16.7,4.4,1.3,6.3,13.7,13.9,-1.5,2.7,1.2,0.532,5.0,0.973,0.695,0.084,0.07,0.123,0.027,0.541,0.636,0.276,0.291,0.326,0.221,0.678,0.243,0.933,0.235,0.375,5.7,10.7,0.532,0.1,0.3,0.221,5.6,10.4,0.541,4.5,6.9,0.654,5.0,9.8,14.8,1.4,1.3,4.2,2.2,5.7,15.9,116,102,0
96,Inactive,Chris Bosh,C,boshch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/boshch01.html,893,20.6,0.571,0.444,7.2,20.7,14.1,9.9,1.2,2.3,10.7,24.6,1.0,0.4,1.4,0.494,10.8,0.928,0.304,0.151,0.182,0.291,0.072,0.506,0.651,0.421,0.416,0.454,0.335,0.593,0.079,0.957,0.222,0.351,10.2,20.7,0.494,0.5,1.5,0.335,9.7,19.2,0.506,7.4,9.2,0.799,3.2,9.3,12.5,3.0,1.2,1.5,3.0,3.6,28.3,113,105,7
97,Inactive,Chris Copeland,PF,copelch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/copelch01.html,171,12.4,0.54,0.174,3.5,11.2,7.3,8.6,0.8,1.1,12.3,22.9,-0.4,-2.6,-3.0,0.427,15.7,0.508,0.247,0.129,0.033,0.099,0.492,0.486,0.642,0.378,0.214,0.329,0.365,0.448,0.013,0.935,0.23,0.371,9.1,21.3,0.427,3.8,10.5,0.365,5.3,10.8,0.486,2.8,3.7,0.752,1.6,5.1,6.7,2.7,0.8,0.7,3.2,5.9,24.7,102,108,1
98,Inactive,Chris Douglas-Roberts,SG,douglch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/douglch01.html,222,11.5,0.528,0.312,2.1,10.5,6.2,9.8,1.5,1.0,11.8,17.8,-2.3,-0.6,-2.9,0.439,10.7,0.805,0.391,0.132,0.102,0.18,0.195,0.465,0.566,0.358,0.316,0.407,0.329,0.52,0.028,0.94,0.557,0.352,6.9,15.7,0.439,1.0,3.1,0.329,5.9,12.7,0.465,4.1,4.9,0.831,1.0,4.7,5.7,3.1,1.5,0.7,2.4,3.4,18.9,103,109,5
99,Inactive,Chris Johnson,SF,johnsch04,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsch04.html,147,9.7,0.514,0.175,3.5,11.4,7.5,6.3,2.0,1.1,11.2,14.1,-1.4,0.0,-1.3,0.392,16.6,0.422,0.237,0.077,0.043,0.066,0.578,0.508,0.655,0.289,0.4,0.308,0.307,0.611,0.015,0.962,0.478,0.333,5.3,13.4,0.392,2.4,7.8,0.307,2.9,5.7,0.508,2.0,2.4,0.835,1.6,5.1,6.8,2.1,2.0,0.7,1.8,4.9,14.9,103,106,1
100,Inactive,Chris Kaman,C,kamanch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kamanch01.html,735,14.9,0.525,0.257,8.8,23.8,16.4,8.3,0.9,3.6,16.5,21.7,-3.0,1.0,-2.0,0.489,7.2,0.997,0.368,0.297,0.2,0.131,0.003,0.49,0.593,0.445,0.392,0.456,0.042,0.639,0.044,1.0,0.083,0.0,9.1,18.7,0.489,0.0,0.1,0.042,9.1,18.6,0.49,3.6,4.8,0.743,4.0,10.9,14.8,2.4,0.9,2.5,4.1,5.2,21.8,98,105,0
102,Active,Chris Paul,PG,paulch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/paulch01.html,809,25.7,0.579,0.363,2.2,12.2,7.2,47.3,3.4,0.2,13.1,24.0,6.9,0.7,7.6,0.473,14.0,0.772,0.188,0.163,0.174,0.247,0.228,0.504,0.61,0.489,0.473,0.453,0.367,0.115,0.004,0.489,0.099,0.373,9.7,20.5,0.473,1.7,4.7,0.367,8.0,15.9,0.504,6.4,7.4,0.865,1.0,5.5,6.5,14.6,3.4,0.2,3.6,3.6,27.6,123,104,4
104,Inactive,Chuck Hayes,C,hayesch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hayesch01.html,644,12.2,0.518,0.242,10.8,20.6,15.7,9.7,2.1,1.5,16.5,10.6,-1.6,2.9,1.2,0.498,3.1,0.993,0.654,0.306,0.032,0.002,0.007,0.501,0.567,0.384,0.313,0.0,0.0,0.643,0.009,0.0,0.071,0.0,4.6,9.2,0.498,0.0,0.1,0.0,4.6,9.2,0.501,1.4,2.2,0.62,4.9,9.3,14.3,3.4,2.1,1.0,2.0,6.5,10.6,112,103,7
105,Inactive,Cleanthony Early,SF,earlycl01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/earlycl01.html,56,7.2,0.435,0.205,3.6,14.1,8.8,8.5,1.7,1.5,15.0,18.7,-4.4,-1.3,-5.7,0.346,14.8,0.61,0.276,0.106,0.047,0.181,0.39,0.4,0.557,0.296,0.5,0.196,0.263,0.597,0.055,0.923,0.323,0.281,5.8,16.6,0.346,1.7,6.5,0.263,4.1,10.1,0.4,2.6,3.4,0.75,1.7,6.3,8.0,2.7,1.7,1.0,3.2,4.8,15.8,85,109,1
107,Active,Clint Capela,C,capelca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/capelca01.html,133,19.2,0.585,0.444,13.1,23.7,18.4,5.5,1.5,5.2,11.3,17.7,-1.2,1.5,0.3,0.61,1.9,0.999,0.772,0.222,0.004,0.001,0.001,0.61,0.695,0.326,0.333,0.0,0.0,0.755,0.298,0.0,0.0,0.0,9.1,14.9,0.61,0.0,0.0,0.0,9.1,14.9,0.61,2.7,6.6,0.406,5.8,10.5,16.3,1.6,1.5,3.1,2.3,6.1,20.9,116,104,0
108,Active,Cody Zeller,PF,zelleco01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/z/zelleco01.html,256,15.1,0.557,0.488,8.4,19.1,13.7,8.9,1.4,2.7,12.8,16.5,-1.7,2.1,0.4,0.495,6.7,0.992,0.573,0.137,0.041,0.241,0.008,0.498,0.611,0.4,0.344,0.31,0.167,0.77,0.162,1.0,0.167,0.5,6.6,13.3,0.495,0.0,0.1,0.167,6.6,13.2,0.498,4.8,6.5,0.741,3.9,8.7,12.7,2.8,1.4,1.7,2.4,5.8,18.0,111,103,7
