,Season,Player,Player_ID,Pos,url,Player_ID1,Games_,Minutes_Played,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DPM,BPM,VORP,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
49,Active,Austin Rivers,riverau01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/riverau01.html,riverau01,328.0,7349.0,10.2,0.497,0.297,0.272,1.7,8.1,4.9,14.7,1.5,0.6,11.8,19.0,1.3,3.8,5.1,0.033,0.0,-1.6,-3.1,-2.1,328.0,7349.0,0.416,12.0,0.703,0.311,0.227,0.071,0.092,0.297,0.443,0.563,0.36,0.351,0.311,0.351,0.266,0.013,26.0,0.835,0.232,0.411,7.0,0.0
50,Inactive,Austin Rivers,riverau01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/riverau01.html,riverau01,328.0,7349.0,10.2,0.497,0.297,0.272,1.7,8.1,4.9,14.7,1.5,0.6,11.8,19.0,1.3,3.8,5.1,0.033,0.0,-1.6,-3.1,-2.1,328.0,7349.0,0.416,12.0,0.703,0.311,0.227,0.071,0.092,0.297,0.443,0.563,0.36,0.351,0.311,0.351,0.266,0.013,26.0,0.835,0.232,0.411,7.0,0.0
51,Active,Avery Bradley,bradlav01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bradlav01.html,bradlav01,394.0,11041.0,12.0,0.519,0.306,0.124,2.5,9.4,6.0,9.9,1.9,0.6,10.6,20.7,2.2,11.4,13.6,0.059,0.0,-0.5,-1.4,1.7,394.0,11041.0,0.443,15.5,0.694,0.233,0.062,0.056,0.343,0.306,0.476,0.627,0.319,0.391,0.416,0.367,0.598,0.025,95.0,0.895,0.436,0.376,3.0,0.0
52,Inactive,Avery Bradley,bradlav01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bradlav01.html,bradlav01,394.0,11041.0,12.0,0.519,0.306,0.124,2.5,9.4,6.0,9.9,1.9,0.6,10.6,20.7,2.2,11.4,13.6,0.059,0.0,-0.5,-1.4,1.7,394.0,11041.0,0.443,15.5,0.694,0.233,0.062,0.056,0.343,0.306,0.476,0.627,0.319,0.391,0.416,0.367,0.598,0.025,95.0,0.895,0.436,0.376,3.0,0.0
53,Active,Ben McLemore,mclembe01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mclembe01.html,mclembe01,275.0,7077.0,9.0,0.524,0.443,0.202,2.1,8.8,5.5,7.4,1.4,0.6,13.3,17.3,1.1,2.7,3.7,0.025,0.0,-1.4,-2.5,-0.9,275.0,7077.0,0.414,15.9,0.557,0.221,0.118,0.05,0.168,0.443,0.465,0.674,0.256,0.396,0.356,0.35,0.654,0.065,125.0,0.936,0.339,0.401,10.0,1.0
54,Active,Beno Udrih,udrihbe01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/u/udrihbe01.html,udrihbe01,822.0,18045.0,14.0,0.538,0.226,0.204,1.9,8.9,5.4,25.0,1.6,0.3,15.4,18.9,19.1,11.9,31.0,0.083,0.0,-1.5,-1.6,1.9,822.0,18045.0,0.462,14.0,0.774,0.227,0.088,0.201,0.257,0.226,0.495,0.61,0.414,0.498,0.421,0.349,0.381,0.0,0.0,0.858,0.317,0.401,36.0,0.0
55,Inactive,Beno Udrih,udrihbe01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/u/udrihbe01.html,udrihbe01,822.0,18045.0,14.0,0.538,0.226,0.204,1.9,8.9,5.4,25.0,1.6,0.3,15.4,18.9,19.1,11.9,31.0,0.083,0.0,-1.5,-1.6,1.9,822.0,18045.0,0.462,14.0,0.774,0.227,0.088,0.201,0.257,0.226,0.495,0.61,0.414,0.498,0.421,0.349,0.381,0.0,0.0,0.858,0.317,0.401,36.0,0.0
56,Active,Bismack Biyombo,biyombi01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/biyombi01.html,biyombi01,424.0,9107.0,12.5,0.536,0.001,0.639,10.6,24.3,17.3,2.9,0.6,5.6,16.9,11.5,5.7,11.5,17.2,0.091,0.0,2.0,-2.0,-0.1,424.0,9107.0,0.511,3.8,0.999,0.606,0.284,0.084,0.027,0.001,0.512,0.642,0.315,0.336,0.2,0.0,0.708,0.225,302.0,0.0,0.0,0.0,0.0,0.0
57,Active,Blake Griffin,griffbl01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/griffbl01.html,griffbl01,447.0,15724.0,22.8,0.56,0.027,0.437,8.3,22.5,15.5,21.0,1.4,1.4,11.4,27.7,39.5,19.6,59.1,0.181,0.0,1.4,4.1,24.3,447.0,15724.0,0.518,8.8,0.973,0.381,0.239,0.081,0.271,0.027,0.525,0.728,0.424,0.342,0.381,0.28,0.641,0.145,947.0,0.889,0.269,0.308,9.0,0.0
58,Active,Boban Marjanovic,marjabo01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/marjabo01.html,marjabo01,77.0,667.0,27.0,0.628,0.0,0.583,17.8,27.6,22.8,6.2,1.1,3.7,10.6,23.2,2.7,1.4,4.1,0.295,0.0,0.5,2.2,0.7,77.0,667.0,0.566,4.8,1.0,0.442,0.397,0.132,0.029,0.0,0.566,0.72,0.469,0.344,0.571,0.0,0.642,0.165,36.0,0.0,0.0,0.0,0.0,0.0
59,Active,Bobby Brown,brownbo02,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownbo02.html,brownbo02,131.0,1504.0,8.7,0.457,0.388,0.093,1.8,5.6,3.7,22.6,1.2,0.2,14.5,22.9,-1.4,0.1,-1.3,-0.042,0.0,-4.5,-7.3,-2.0,131.0,1504.0,0.378,17.2,0.612,0.188,0.083,0.061,0.281,0.388,0.422,0.5,0.404,0.289,0.403,0.309,0.265,0.021,11.0,0.72,0.148,0.333,8.0,0.0
60,Inactive,Bobby Brown,brownbo02,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownbo02.html,brownbo02,131.0,1504.0,8.7,0.457,0.388,0.093,1.8,5.6,3.7,22.6,1.2,0.2,14.5,22.9,-1.4,0.1,-1.3,-0.042,0.0,-4.5,-7.3,-2.0,131.0,1504.0,0.378,17.2,0.612,0.188,0.083,0.061,0.281,0.388,0.422,0.5,0.404,0.289,0.403,0.309,0.265,0.021,11.0,0.72,0.148,0.333,8.0,0.0
61,Active,Bobby Portis,portibo01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/portibo01.html,portibo01,101.0,1574.0,13.8,0.487,0.149,0.166,11.2,20.2,15.7,7.3,1.0,1.3,10.7,19.8,0.7,1.7,2.4,0.074,0.0,-1.0,-3.2,-0.5,101.0,1574.0,0.44,11.1,0.851,0.316,0.188,0.112,0.234,0.149,0.459,0.604,0.423,0.258,0.391,0.33,0.606,0.068,34.0,0.966,0.295,0.308,2.0,0.0
62,Active,Bojan Bogdanovic,bogdabo02,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bogdabo02.html,bogdabo02,212.0,5451.0,11.7,0.56,0.45,0.209,2.2,11.3,6.7,7.6,0.8,0.2,11.9,19.5,3.7,1.1,4.8,0.042,0.0,-2.5,-2.8,-1.1,212.0,5451.0,0.441,14.5,0.55,0.28,0.124,0.077,0.069,0.45,0.502,0.635,0.369,0.322,0.398,0.366,0.572,0.026,46.0,0.922,0.362,0.435,0.0,0.0
63,Active,Boris Diaw,diawbo01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/diawbo01.html,diawbo01,1039.0,28357.0,12.9,0.548,0.183,0.192,5.2,13.3,9.3,19.6,1.2,1.3,18.5,16.3,23.1,28.0,51.1,0.087,0.0,1.1,0.7,19.5,1039.0,28357.0,0.494,10.7,0.817,0.361,0.188,0.076,0.192,0.183,0.529,0.647,0.479,0.355,0.425,0.338,0.574,0.02,140.0,0.977,0.167,0.332,13.0,0.0
64,Inactive,Boris Diaw,diawbo01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/diawbo01.html,diawbo01,1039.0,28357.0,12.9,0.548,0.183,0.192,5.2,13.3,9.3,19.6,1.2,1.3,18.5,16.3,23.1,28.0,51.1,0.087,0.0,1.1,0.7,19.5,1039.0,28357.0,0.494,10.7,0.817,0.361,0.188,0.076,0.192,0.183,0.529,0.647,0.479,0.355,0.425,0.338,0.574,0.02,140.0,0.977,0.167,0.332,13.0,0.0
65,Active,Bradley Beal,bealbr01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bealbr01.html,bealbr01,298.0,9847.0,15.3,0.536,0.341,0.212,2.6,9.6,6.1,15.5,1.6,0.7,10.5,24.1,9.6,9.4,19.1,0.093,0.0,-1.0,0.0,5.0,298.0,9847.0,0.435,15.9,0.659,0.197,0.089,0.109,0.264,0.341,0.454,0.628,0.384,0.378,0.38,0.398,0.517,0.03,122.0,0.861,0.248,0.422,4.0,0.0
66,Active,Brandan Wright,wrighbr03,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wrighbr03.html,wrighbr03,380.0,6232.0,20.5,0.626,0.006,0.308,9.5,15.7,12.6,4.5,1.4,4.9,8.0,16.8,16.7,7.0,23.6,0.182,0.0,1.1,1.7,5.7,380.0,6232.0,0.607,4.8,0.994,0.526,0.322,0.11,0.035,0.006,0.611,0.743,0.48,0.435,0.373,0.0,0.783,0.213,381.0,0.0,0.083,0.0,4.0,0.0
67,Inactive,Brandan Wright,wrighbr03,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wrighbr03.html,wrighbr03,380.0,6232.0,20.5,0.626,0.006,0.308,9.5,15.7,12.6,4.5,1.4,4.9,8.0,16.8,16.7,7.0,23.6,0.182,0.0,1.1,1.7,5.7,380.0,6232.0,0.607,4.8,0.994,0.526,0.322,0.11,0.035,0.006,0.611,0.743,0.48,0.435,0.373,0.0,0.783,0.213,381.0,0.0,0.083,0.0,4.0,0.0
68,Active,Brandon Bass,bassbr01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bassbr01.html,bassbr01,744.0,16282.0,15.2,0.558,0.011,0.337,8.0,15.9,12.0,6.1,0.9,2.2,10.9,18.4,23.4,18.7,42.1,0.124,0.0,0.3,-1.1,3.7,744.0,16282.0,0.499,9.6,0.989,0.343,0.139,0.233,0.274,0.011,0.502,0.625,0.364,0.463,0.453,0.211,0.674,0.134,623.0,0.917,0.526,0.3,8.0,0.0
69,Inactive,Brandon Bass,bassbr01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bassbr01.html,bassbr01,744.0,16282.0,15.2,0.558,0.011,0.337,8.0,15.9,12.0,6.1,0.9,2.2,10.9,18.4,23.4,18.7,42.1,0.124,0.0,0.3,-1.1,3.7,744.0,16282.0,0.499,9.6,0.989,0.343,0.139,0.233,0.274,0.011,0.502,0.625,0.364,0.463,0.453,0.211,0.674,0.134,623.0,0.917,0.526,0.3,8.0,0.0
70,Active,Brandon Ingram,ingrabr01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/ingrabr01.html,ingrabr01,58.0,1604.0,7.2,0.451,0.302,0.331,2.7,13.7,8.0,10.0,0.8,1.3,12.6,15.6,-0.9,0.4,-0.5,-0.014,0.0,-0.7,-4.4,-1.0,58.0,1604.0,0.362,13.4,0.698,0.244,0.157,0.141,0.154,0.302,0.388,0.541,0.257,0.349,0.319,0.304,0.388,0.038,15.0,0.976,0.363,0.408,0.0,0.0
71,Active,Brandon Jennings,jennibr01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jennibr01.html,jennibr01,517.0,16253.0,15.9,0.498,0.37,0.248,2.1,8.9,5.4,30.0,2.1,0.5,13.2,24.1,15.5,14.2,29.6,0.088,0.0,-1.2,0.6,10.8,517.0,16253.0,0.389,15.0,0.63,0.237,0.13,0.099,0.163,0.37,0.413,0.512,0.326,0.359,0.373,0.349,0.248,0.004,28.0,0.563,0.132,0.392,26.0,0.0
72,Active,Brandon Knight,knighbr03,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/knighbr03.html,knighbr03,382.0,11939.0,14.2,0.52,0.347,0.247,2.1,10.3,6.1,23.5,1.5,0.5,15.4,24.7,5.9,5.9,11.8,0.047,0.0,-2.0,-1.2,2.3,382.0,11939.0,0.415,14.5,0.653,0.265,0.126,0.07,0.193,0.347,0.445,0.574,0.342,0.37,0.363,0.357,0.286,0.011,51.0,0.707,0.153,0.388,7.0,0.0
73,Inactive,Brandon Knight,knighbr03,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/knighbr03.html,knighbr03,382.0,11939.0,14.2,0.52,0.347,0.247,2.1,10.3,6.1,23.5,1.5,0.5,15.4,24.7,5.9,5.9,11.8,0.047,0.0,-2.0,-1.2,2.3,382.0,11939.0,0.415,14.5,0.653,0.265,0.126,0.07,0.193,0.347,0.445,0.574,0.342,0.37,0.363,0.357,0.286,0.011,51.0,0.707,0.153,0.388,7.0,0.0
74,Active,Brandon Rush,rushbr01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rushbr01.html,rushbr01,457.0,9948.0,10.1,0.535,0.448,0.145,2.0,13.0,7.5,6.6,1.1,1.9,11.6,14.8,3.1,7.9,11.0,0.053,0.0,-0.1,-1.7,0.7,457.0,9948.0,0.428,16.7,0.552,0.204,0.078,0.069,0.2,0.448,0.449,0.57,0.33,0.379,0.395,0.403,0.538,0.038,94.0,0.952,0.382,0.439,4.0,0.0
75,Inactive,Brandon Rush,rushbr01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rushbr01.html,rushbr01,457.0,9948.0,10.1,0.535,0.448,0.145,2.0,13.0,7.5,6.6,1.1,1.9,11.6,14.8,3.1,7.9,11.0,0.053,0.0,-0.1,-1.7,0.7,457.0,9948.0,0.428,16.7,0.552,0.204,0.078,0.069,0.2,0.448,0.449,0.57,0.33,0.379,0.395,0.403,0.538,0.038,94.0,0.952,0.382,0.439,4.0,0.0
76,Active,Brian Roberts,roberbr01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/roberbr01.html,roberbr01,294.0,4948.0,13.3,0.517,0.331,0.203,1.3,8.1,4.6,23.0,1.3,0.3,11.8,20.0,5.4,2.0,7.4,0.071,0.0,-2.9,-2.9,-1.1,294.0,4948.0,0.412,16.8,0.669,0.123,0.138,0.117,0.29,0.331,0.44,0.472,0.432,0.449,0.426,0.355,0.332,0.0,0.0,0.646,0.157,0.385,10.0,0.0
77,Active,Briante Weber,weberbr01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/weberbr01.html,weberbr01,13.0,213.0,7.5,0.367,0.14,0.14,4.1,10.9,7.5,17.6,2.6,1.7,18.4,13.6,-0.3,0.2,0.0,-0.01,0.0,1.3,-3.4,-0.1,13.0,213.0,0.34,13.2,0.86,0.14,0.26,0.18,0.28,0.14,0.395,0.714,0.154,0.333,0.5,0.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Active,Brook Lopez,lopezbr01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lopezbr01.html,lopezbr01,539.0,17432.0,21.1,0.566,0.039,0.353,9.4,16.3,12.8,9.0,0.9,4.2,11.0,25.9,33.4,15.0,48.3,0.133,0.0,0.1,0.9,12.8,538.0,17405.0,0.507,8.0,0.962,0.349,0.323,0.14,0.149,0.038,0.514,0.649,0.466,0.42,0.393,0.317,0.605,0.082,583.0,0.978,0.164,0.313,0.0,0.0
79,Active,Bruno Caboclo,cabocbr01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/cabocbr01.html,cabocbr01,22.0,89.0,-2.2,0.276,0.448,0.0,6.4,6.4,6.4,5.9,2.3,1.8,25.6,19.8,-0.5,0.1,-0.4,-0.206,0.0,-1.1,-10.4,-0.2,22.0,89.0,0.207,15.3,0.552,0.138,0.241,0.034,0.138,0.448,0.125,0.5,0.0,0.0,0.0,0.308,1.0,0.034,1.0,1.0,0.615,0.25,0.0,0.0
80,Active,Bryn Forbes,forbebr01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/forbebr01.html,forbebr01,20.0,95.0,4.7,0.44,0.5,0.036,1.2,8.1,4.8,4.4,0.5,0.0,0.0,13.5,0.0,0.1,0.1,0.039,0.0,-2.3,-5.4,-0.1,20.0,95.0,0.357,21.0,0.5,0.036,0.036,0.071,0.357,0.5,0.429,0.0,0.0,0.5,0.5,0.286,0.833,0.0,0.0,0.75,0.286,0.25,0.0,0.0
81,Active,Buddy Hield,hieldbu01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hieldbu01.html,hieldbu01,58.0,1187.0,10.2,0.506,0.506,0.075,1.7,13.7,7.6,10.4,0.8,0.5,9.0,20.4,-0.4,0.9,0.5,0.02,0.0,-1.9,-3.8,-0.5,58.0,1187.0,0.396,16.6,0.494,0.243,0.073,0.064,0.112,0.506,0.424,0.513,0.257,0.323,0.407,0.369,0.485,0.01,5.0,0.811,0.139,0.441,1.0,0.0
82,Active,C.J. McCollum,mccolcj01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mccolcj01.html,mccolcj01,237.0,6201.0,17.2,0.557,0.342,0.183,2.0,8.6,5.3,17.9,1.7,0.9,11.3,25.9,9.2,4.0,13.2,0.103,0.0,-1.8,0.3,3.5,237.0,6201.0,0.456,15.3,0.658,0.174,0.14,0.137,0.206,0.342,0.481,0.544,0.453,0.492,0.441,0.409,0.249,0.009,24.0,0.758,0.212,0.427,6.0,0.0
83,Active,C.J. Miles,milescj01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/milescj01.html,milescj01,690.0,14329.0,13.3,0.531,0.455,0.196,2.6,11.0,6.8,9.0,1.8,1.2,9.2,21.9,11.7,13.0,24.8,0.083,0.0,-1.5,-1.0,3.8,690.0,14329.0,0.417,16.7,0.545,0.197,0.105,0.067,0.176,0.455,0.466,0.639,0.355,0.372,0.375,0.358,0.582,0.048,238.0,0.931,0.204,0.403,22.0,0.0
84,Inactive,C.J. Miles,milescj01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/milescj01.html,milescj01,690.0,14329.0,13.3,0.531,0.455,0.196,2.6,11.0,6.8,9.0,1.8,1.2,9.2,21.9,11.7,13.0,24.8,0.083,0.0,-1.5,-1.0,3.8,690.0,14329.0,0.417,16.7,0.545,0.197,0.105,0.067,0.176,0.455,0.466,0.639,0.355,0.372,0.375,0.358,0.582,0.048,238.0,0.931,0.204,0.403,22.0,0.0
85,Inactive,C.J. Miles,milescj01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/milescj01.html,milescj01,690.0,14329.0,13.3,0.531,0.455,0.196,2.6,11.0,6.8,9.0,1.8,1.2,9.2,21.9,11.7,13.0,24.8,0.083,0.0,-1.5,-1.0,3.8,690.0,14329.0,0.417,16.7,0.545,0.197,0.105,0.067,0.176,0.455,0.466,0.639,0.355,0.372,0.375,0.358,0.582,0.048,238.0,0.931,0.204,0.403,22.0,0.0
86,Active,C.J. Watson,watsocj01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/watsocj01.html,watsocj01,584.0,11855.0,13.2,0.535,0.347,0.289,2.0,8.7,5.4,18.7,2.4,0.4,13.8,17.5,12.5,11.6,24.0,0.097,0.0,-0.6,-0.6,4.2,584.0,11855.0,0.42,16.2,0.653,0.194,0.09,0.081,0.287,0.347,0.443,0.563,0.34,0.42,0.401,0.377,0.372,0.001,4.0,0.823,0.312,0.427,15.0,1.0
87,Active,C.J. Wilcox,wilcocj01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wilcocj01.html,wilcocj01,60.0,343.0,9.9,0.488,0.446,0.132,1.3,7.7,4.5,11.8,2.0,0.9,11.1,18.9,-0.1,0.3,0.2,0.029,0.0,-1.6,-4.4,-0.2,60.0,343.0,0.388,18.4,0.554,0.132,0.05,0.074,0.298,0.446,0.433,0.688,0.167,0.556,0.333,0.333,0.655,0.008,1.0,0.889,0.204,0.455,0.0,0.0
88,Active,Cameron Payne,payneca01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/payneca01.html,payneca01,77.0,1018.0,10.8,0.463,0.4,0.069,1.2,10.8,6.2,21.3,2.2,0.8,12.7,20.2,0.1,1.1,1.2,0.058,0.0,-1.2,-3.1,-0.3,77.0,1018.0,0.385,15.6,0.6,0.135,0.181,0.164,0.12,0.4,0.429,0.418,0.419,0.448,0.429,0.319,0.143,0.002,1.0,0.808,0.215,0.371,2.0,0.0
89,Active,Caris LeVert,leverca01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leverca01.html,leverca01,32.0,642.0,11.0,0.532,0.529,0.262,1.8,12.8,7.4,14.1,2.2,0.6,14.4,16.2,0.1,0.4,0.6,0.043,0.0,-0.3,-1.9,0.0,32.0,642.0,0.417,16.1,0.471,0.235,0.112,0.086,0.037,0.529,0.545,0.682,0.238,0.625,0.429,0.303,0.313,0.048,9.0,0.6,0.212,0.333,1.0,0.0
90,Active,Carmelo Anthony,anthoca01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anthoca01.html,anthoca01,959.0,34742.0,21.0,0.545,0.175,0.373,5.7,15.1,10.4,16.3,1.5,1.0,11.0,31.5,65.1,31.5,96.6,0.133,0.0,-1.2,1.4,29.5,959.0,34742.0,0.452,12.3,0.825,0.325,0.081,0.137,0.282,0.175,0.475,0.591,0.338,0.396,0.418,0.347,0.443,0.055,969.0,0.787,0.115,0.352,43.0,0.0
91,Inactive,Carmelo Anthony,anthoca01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anthoca01.html,anthoca01,959.0,34742.0,21.0,0.545,0.175,0.373,5.7,15.1,10.4,16.3,1.5,1.0,11.0,31.5,65.1,31.5,96.6,0.133,0.0,-1.2,1.4,29.5,959.0,34742.0,0.452,12.3,0.825,0.325,0.081,0.137,0.282,0.175,0.475,0.591,0.338,0.396,0.418,0.347,0.443,0.055,969.0,0.787,0.115,0.352,43.0,0.0
92,Active,Chandler Parsons,parsoch01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/parsoch01.html,parsoch01,367.0,11853.0,15.2,0.562,0.386,0.198,3.2,13.5,8.4,14.6,1.6,0.9,11.4,19.1,17.8,10.4,28.2,0.114,0.0,0.4,2.1,12.3,367.0,11853.0,0.468,13.3,0.614,0.332,0.141,0.051,0.09,0.386,0.527,0.66,0.367,0.351,0.384,0.375,0.528,0.049,181.0,0.916,0.258,0.439,4.0,0.0
93,Active,Channing Frye,fryech01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fryech01.html,fryech01,776.0,18255.0,13.4,0.542,0.391,0.164,4.8,18.6,11.7,6.8,1.2,2.1,10.0,18.2,18.9,17.1,36.1,0.095,0.0,0.1,-0.1,8.9,776.0,18255.0,0.438,17.2,0.609,0.134,0.117,0.081,0.277,0.391,0.47,0.603,0.465,0.4,0.429,0.388,0.658,0.034,187.0,0.98,0.133,0.425,6.0,0.0
94,Inactive,Channing Frye,fryech01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fryech01.html,fryech01,776.0,18255.0,13.4,0.542,0.391,0.164,4.8,18.6,11.7,6.8,1.2,2.1,10.0,18.2,18.9,17.1,36.1,0.095,0.0,0.1,-0.1,8.9,776.0,18255.0,0.438,17.2,0.609,0.134,0.117,0.081,0.277,0.391,0.47,0.603,0.465,0.4,0.429,0.388,0.658,0.034,187.0,0.98,0.133,0.425,6.0,0.0
95,Active,Chasson Randle,randlch01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/randlch01.html,randlch01,8.0,74.0,17.9,0.671,0.577,0.462,0.0,7.5,3.7,13.4,2.0,1.1,8.8,20.2,0.2,0.1,0.3,0.201,0.0,-2.6,0.1,0.0,8.0,74.0,0.462,17.2,0.423,0.192,0.115,0.077,0.038,0.577,0.545,0.6,0.333,1.0,0.0,0.4,0.5,0.0,0.0,0.5,0.067,0.0,0.0,0.0
96,Active,Cheick Diallo,diallch01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/diallch01.html,diallch01,9.0,94.0,16.9,0.472,0.0,0.256,13.3,22.6,17.9,5.2,1.6,2.6,4.4,21.4,0.1,0.1,0.2,0.103,0.0,-0.7,-4.5,-0.1,9.0,94.0,0.436,10.3,1.0,0.231,0.179,0.359,0.231,0.0,0.436,0.667,0.286,0.286,0.556,0.0,0.647,0.077,3.0,0.0,0.0,0.0,0.0,0.0
97,Active,Chinanu Onuaku,onuakch01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/onuakch01.html,onuakch01,2.0,10.0,37.4,1.042,0.0,1.0,11.1,22.1,16.6,15.7,4.8,0.0,0.0,12.3,0.1,0.0,0.1,0.527,0.0,2.2,12.8,0.0,2.0,10.0,1.0,2.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Active,Chris Andersen,anderch01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderch01.html,anderch01,695.0,12273.0,16.7,0.581,0.027,0.65,11.3,22.1,16.7,4.4,1.3,6.3,13.7,13.9,20.2,19.5,39.7,0.155,0.0,2.7,1.2,9.8,695.0,12273.0,0.532,5.0,0.973,0.695,0.084,0.07,0.123,0.027,0.541,0.636,0.276,0.291,0.326,0.221,0.678,0.243,552.0,0.933,0.235,0.375,10.0,1.0
